College Name,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Courses,Facilities,City,State,Country,College Type,Average Fees
Indian Institute of Technology Patna ,Co-Ed,500 Acres,1538,113,2008,,,"B.Tech Computer Science and Engineering, B.Tech Mechanical Engineering, B.Tech Chemical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Alumni Associations, Guest Room",Patna,Bihar,India,Public/Government,322481.6667
University of Calcutta,Co-Ed,3 Acres,16463,573,1857,3.2,,,"Boys Hostel, Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations",Kolkata,West Bengal,India,Public/Government,23747.99087
Sharda University,Co-Ed,63 Acres,11567,1200,2009,2.4,,"B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations",Greater Noida,Uttar Pradesh,India,Private,918053.1401
National Institute of Technology Jamshedpur ,Co-Ed,341 Acres,2762,154,2002,,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Jamshedpur,Jharkhand,India,Public/Government,366037.037
Dr DY Patil University,Co-Ed,72 Acres,6899,538,2002,3.4,,,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,1984333.333
Heritage Institute of Technology,Co-Ed,,4261,205,2001,2.76,"Maulana Abul Kalam Azad University of Technology, Kolkata","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Chemical Engineering, B.Tech Electrical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Kolkata,West Bengal,India,Private,326320
Sinhgad College of Engineering,Co-Ed,5 Acres,5292,300,1996,3.25,"Savitribai Phule Pune University, Pune",,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
University College of Engineering,Co-Ed,200 Acres,,101,1929,,"Osmania University, Hyderabad",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Swimming Pool, Alumni Associations",Hyderabad,Telangana,India,Public/Government,93203.58974
National Institute of Technology Hamirpur ,Co-Ed,320 Acres,3476,132,1986,,,"B.Tech Electrical Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Library, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Guest Room, Banks Facilities",Hamirpur,Himachal Pradesh,India,Public/Government,290307.8125
Government College of Engineering,Co-Ed,,1970,81,1960,,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad",,"Boys Hostel, Girls Hostel, Library, Cafeteria, Wifi, IT Infrastructure",Aurangabad,Maharashtra,India,Public/Government,199963.0435
Bharati Vidyapeeth Deemed University College of Engineering,Co-Ed,85 Acres,3159,177,1983,,"Bharati Vidyapeeth, Pune","B.Tech Mechanical Engineering, B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Electrical Engineering, M.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,341931.0345
Maulana Abul Kalam Azad University of Technology,Co-Ed,40 Acres,409,20,2000,2.87,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electrical Engineering, B.Tech Electrical Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Mechanical Engineering, B.Tech Chemical Engineering, B.Tech Chemical Engineering, B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Classrooms, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Kolkata,West Bengal,India,Public/Government,338536.7925
Sathyabama Institute of Science and Technology,Co-Ed,134 Acres,11670,668,1987,3.09,,"B.Tech Chemical Engineering, M.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Convenience Store, Alumni Associations",Chennai,Tamil Nadu,India,Private,390937.5
Acharya Institute of Technology,Co-Ed,,4615,316,2000,2.79,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Bengaluru,Karnataka,India,Private,238454.5455
National Institute of Technology Patna ,Co-Ed,60 Acres,2762,110,2004,,,"B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, B.Tech Electrical Engineering, B.Tech Civil Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Patna,Bihar,India,Public/Government,333551.7241
Shiv Nadar University,Co-Ed,286 Acres,2062,177,2011,2.85,,"B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, M.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Banks Facilities",Greater Noida,Uttar Pradesh,India,Private,542241.3793
PES Institute of Technology,Co-Ed,,,181,1988,,"Visvesvaraya Technological University, Belagavi",,"Boys Hostel, Girls Hostel, Library, Sports, IT Infrastructure, Transport, Laboratories, Alumni Associations",Bengaluru,Karnataka,India,Private,761111.1111
VNR Vignana Jyothi Institute of Engineering and Technology,Co-Ed,21 Acres,6685,438,1995,3.73,"Jawaharlal Nehru Technological University, Hyderabad","B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Civil Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations",Hyderabad,Telangana,India,Private,225792
University of Mumbai,Co-Ed,243 Acres,78034,229,1857,,,B.Tech Civil Engineering,"Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Alumni Associations",Mumbai,Maharashtra,India,Public/Government,126891.4516
Manipur,Co-Ed,342 Acres,859,73,2010,,,"B.Tech Computer Science and Engineering, B.Tech Civil Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, IT Infrastructure, Classrooms, Transport, Laboratories, Alumni Associations, Banks Facilities",Imphal,Manipur,India,Public/Government,284530.7692
Jaypee Institute of Information Technology,Co-Ed,39 Acres,5010,323,2004,2.9,,"B.Tech Computer Science and Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Electronics and Communication Engineering","Boys Hostel, Girls Hostel, Gym, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Convenience Store, Parking Facility, Guest Room, Banks Facilities",Noida,Uttar Pradesh,India,Private,987937.5
Sant Longowal Institute of Engineering and Technology,Co-Ed,451 Acres,3707,132,2007,2.58,,M.Tech Chemical Engineering,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Swimming Pool, Convenience Store, Banks Facilities",Longowal,Punjab,India,Public/Government,147955
Jawaharlal Nehru Technological University College of Engineering,Co-Ed,110 Acres,2282,94,1946,,"Jawaharlal Nehru Technological University, Kakinada","B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Kakinada,Andhra Pradesh,India,Public/Government,53681.81818
Sri Venkateswara University College of Engineering,Co-Ed,40 Acres,1514,52,1959,,"Sri Venkateswara University, Tirupati","B.Tech Chemical Engineering, B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering, M.Tech Chemical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Medical/Hospital, IT Infrastructure, Alumni Associations",Tirupati,Andhra Pradesh,India,Public/Government,47176.47059
Army Institute of Technology,Co-Ed,30 Acres,1287,72,1994,3.06,"Savitribai Phule Pune University, Pune",,"Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,591800
National Institute of Technology Uttarakhand ,Co-Ed,3 Acres,964,62,2009,,,"B.Tech Civil Engineering, B.Tech Computer Science and Engineering, B.Tech Electronics and Communication Engineering, B.Tech Mechanical Engineering","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Banks Facilities",Srinagar,Uttarakhand,India,Public/Government,315000
